full_name,sm_axis,eccentricity,mag_slope,incline,longitude,argument_of_perihelion,perihelion_distance,aphelion_distance,orbital_period,data_arc,condition_code,no_obs_used,absolute_magnitude_parameter,diameter,albedo,rotation_period,bv_mag_difference,ub_mag_difference,taxonomic_type,spec_T,near_eath_object,hazard_category,moid
  2532 Sutton (1980 TU5),2.372050549,0.172043063,,4.339007525,345.1445093,8.315579859,1.963955708,2.78014539,3.653373817,24132,0,1723,13,6.979,0.317,51.362,,,,,N,N,0.957907
  2533 Fechtig (A905 VA),3.095485343,0.169150198,,1.577356469,201.1964623,224.9589989,2.571883385,3.6190873,5.446297118,41555,0,2190,11.8,20.796,0.095,,,,,,N,N,1.58565
  2534 Houzeau (1931 VD),3.154661555,0.168242717,,0.810658063,167.9561428,200.7509439,2.623912723,3.685410386,5.603215967,32068,0,2713,11.3,31.052,0.042,53.237,,,,,N,N,1.62232
  2535 Hameenlinna (1939 DH),2.239711457,0.079985565,,3.428350873,172.7952554,308.7513945,2.06056687,2.418856044,3.351940567,24637,0,2645,12.3,7.116,0.183,3.23106,,,,,N,N,1.07856
  2536 Kozyrev (1939 PJ),2.306632434,0.227862411,,4.866783973,275.1253029,90.4009543,1.781037605,2.832227262,3.503287615,29225,0,2301,12.5,7.974,0.305,7.196,,,,,N,N,0.786677
  2537 Gilmore (1951 RL),2.65557984,0.172089471,,12.93712647,334.9830276,18.64633794,2.19858251,3.11257717,4.327601342,24721,0,1676,12.8,7.221,0.309,4.23,,,,,N,N,1.19523
  2538 Vanderlinden (1954 UD),2.238961367,0.130368147,,4.766749063,50.33538634,28.74074645,1.947072122,2.530850611,3.350256836,23572,0,2429,13.2,5.459,0.259,,,,,,N,N,0.963846
  2539 Ningxia (1964 TS2),2.262038088,0.169149495,,3.979254307,193.3012498,215.5707035,1.879415488,2.644660687,3.402186148,19814,0,1529,14.3,3.634,0.279,,,,,,N,N,0.890481
  2540 Blok (1971 TH2),2.196971888,0.05102731,,1.265757982,183.516268,261.3850985,2.084866321,2.309077454,3.256454031,25367,0,2156,13.1,5.671,0.302,19.2,,,,,N,N,1.10131
  2541 Edebono (1973 DE),2.934914472,0.080942076,,3.200032956,77.03532831,327.1543996,2.697356401,3.172472544,5.028070714,16874,0,2373,11.9,10.357,0.286,2.9875,,,,,N,N,1.70655
  2542 Calpurnia (1980 CF),3.129583758,0.073845487,,4.621406056,145.7048604,48.35515002,2.898478122,3.360689394,5.536535272,23688,0,2216,11.6,20.854,0.102,,,,,,N,N,1.90092
  2543 Machado (1980 LJ),3.09695221,0.282646902,,15.04410228,40.89084112,286.2290684,2.221608261,3.972296159,5.450168857,27686,0,1930,11,14.473,0.336,31.72,,,,,N,N,1.26619
  2544 Gubarev (1980 PS),2.373747522,0.240374244,,22.51209802,305.4837985,262.1269737,1.803159755,2.94433529,3.657294972,37342,0,1735,12,9.261,0.248,4.75,,,,,N,N,0.947973
  2545 Verbiest (1933 BB),2.229204159,0.126312571,,5.967398637,322.6379306,106.2409035,1.94762765,2.510780667,3.328380501,31474,0,1944,12.7,6.883,0.235,10,,,,,N,N,0.97164
  2546 Libitina (1950 FC),2.599946416,0.192007227,,10.32490853,315.1450261,234.8402089,2.100737915,3.099154916,4.192323604,30152,0,1993,11.8,14.467,0.176,132.71,,,,,N,N,1.12223
  2547 Hubei (1964 TC2),2.385723551,0.128071519,,6.190915382,348.3311319,16.85085616,2.080180313,2.691266789,3.685007523,24049,0,1667,13.5,,,,,,V,,N,N,1.07781
  2548 Leloir (1975 DA),2.632195871,0.103030798,,18.15292486,299.4559414,291.6189937,2.360998629,2.903393114,4.270566683,25767,0,1706,12,10.364,0.412,,,,,,N,N,1.40696
  2549 Baker (1976 UB),3.193132011,0.176076246,,0.066711492,193.9799244,203.1720943,2.630897313,3.755366709,5.706022931,23516,0,2053,12.6,12.211,0.061,,,,,,N,N,1.6376
  2550 Houssay (1976 UP20),3.191525412,0.170983939,,10.39256915,158.4999729,242.9226044,2.645825825,3.737224999,5.701717062,17788,0,2186,11.5,22.379,0.105,,,,,,N,N,1.67253
  2551 Decabrina (1976 YX1),3.158550807,0.169726509,,0.610527605,9.059602196,35.02608153,2.622461004,3.694640611,5.613581122,25223,0,1872,12.5,15.739,0.064,,,,,,N,N,1.63103
  2552 Remek (1978 SP),2.146751922,0.18839714,,0.901029014,343.4049878,343.8457324,1.74231,2.551193844,3.145437012,25087,0,1691,14.3,,,,,,,,N,N,0.729883
  2553 Viljev (1979 FS2),3.086380774,0.046774719,,5.248970176,120.0050596,249.7657476,2.94201618,3.230745369,5.422286486,29043,0,2520,11.4,14.021,0.271,,,,,,N,N,1.94488
  2554 Skiff (1980 OB),2.263880416,0.144967562,,4.859969746,296.3654155,333.8471172,1.935691191,2.59206964,3.406343385,23951,0,2146,12.7,6.005,0.334,273,,,,,N,N,0.920404
  2555 Thomas (1980 OC),2.86953129,0.080643889,,0.902258682,282.8746389,91.05887044,2.638121128,3.100941452,4.860989124,24848,0,2668,11.9,10.256,0.32,,,,,,N,N,1.63791
  2556 Louise (1981 CS),2.162600362,0.03687759,,2.788598011,126.4696696,345.1777842,2.082848872,2.242351853,3.180333101,15570,0,2406,13.2,6.179,0.204,3.808,,,,,N,N,1.09977
  2557 Putnam (1981 SL1),2.349324938,0.156321431,,6.068567997,188.2462929,189.6555397,1.982075102,2.716574775,3.600997629,20299,0,2584,12.6,7.465,0.348,35.68,,,,,N,N,0.983168
  2558 Viv (1981 SP1),2.215725961,0.155877195,,5.152145729,46.12922529,282.4686531,1.870344813,2.561107108,3.29824013,37841,0,2198,13.6,5.026,0.269,,,,,,N,N,0.866749
  2559 Svoboda (1981 UH),2.787577221,0.154706149,,8.886451165,350.2238834,87.90789001,2.356321883,3.218832558,4.654237731,32212,0,1811,12.4,20.884,0.034,,,,Xk,,N,N,1.39177
  2560 Siegma (1932 CW),2.749259055,0.035046911,,5.936952302,148.4177199,281.693537,2.652906018,2.845612091,4.558602227,31961,0,2455,11.9,17.976,0.099,10.309,,,Xc,,N,N,1.67497
  2561 Margolin (1969 TK2),2.432033069,0.138421746,,2.485060843,166.1624228,276.0211926,2.095386806,2.768679332,3.792821603,31892,0,2252,13.5,11.512,0.057,,,,,,N,N,1.11295
  2562 Chaliapin (1973 FF1),3.009730242,0.041721515,,10.26206154,339.8389381,239.3715851,2.884159736,3.135300748,5.221551436,25376,0,2169,11.4,16.443,0.18,11.45,,,,,N,N,1.89503
  2563 Boyarchuk (1977 FZ),3.191195435,0.144093809,,2.042058524,114.5708655,40.05699289,2.73136393,3.65102694,5.700832821,22103,0,2199,11.6,24.478,0.095,11.04,,,,,N,N,1.74236
  2564 Kayala (1977 QX),2.236907946,0.109096424,,1.962894101,153.5220191,295.1590365,1.992869288,2.480946604,3.345648958,25587,0,2551,13.3,6.174,0.267,2.95,,,,,N,N,1.01026
  2565 Grogler (1977 TB1),2.355979973,0.235539713,,2.033603998,343.983422,36.05394562,1.801053126,2.91090682,3.616309514,25782,0,1666,14.3,,,2.15,,,,,N,N,0.803218
  2566 Kirghizia (1979 FR2),2.449187913,0.078620313,,5.079269735,51.66770146,78.89909465,2.256631993,2.641743833,3.833022455,23117,0,2147,12.4,7.816,0.264,4.451,,,V,,N,N,1.27836
  2567 Elba (1979 KA),2.735636154,0.142093702,,8.914811796,142.6132898,191.513447,2.346919484,3.124352823,4.524761622,14602,0,2229,11.8,15.938,0.159,9.7785,,,Xc,,N,N,1.33637
  2568 Maksutov (1980 GH),2.204706346,0.188293586,,8.033102423,87.54166862,195.1229449,1.789574282,2.619838409,3.273665718,24742,0,2095,13.4,4.644,0.486,7.593,,,,,N,N,0.7739
  2569 Madeline (1980 MA),2.625889073,0.162337029,,11.49528113,76.23985293,314.3178007,2.199610042,3.052168104,4.255227326,24266,0,1700,10.9,26.004,0.072,,,,D,,N,N,1.22269
  2570 Porphyro (1980 PG),2.765149419,0.107529836,,16.24298431,324.3499646,96.62027616,2.467813356,3.062485482,4.598181483,28570,0,1756,12.2,24.779,0.038,,,,,,N,N,1.5439
  2571 Geisei (1981 UC),2.227998902,0.194473309,,2.872157004,66.91348468,284.7366222,1.794712584,2.66128522,3.325681549,31989,0,2466,13,6.582,0.275,7.823,,,,,N,N,0.7909
  2572 Annschnell (1950 DL),2.39165659,0.146580173,,5.140219189,200.4778994,51.72310019,2.041087153,2.742226027,3.698762395,25214,0,2270,13.3,3.424,0.658,6.343,,,,,N,N,1.03155
  2573 Hannu Olavi (1953 EN),3.015706111,0.105709453,,12.96837086,54.10967426,148.0991665,2.696917467,3.334494755,5.237110368,32184,0,2156,11.5,20.2,0.119,4.9355,,,,,N,N,1.70099
  2574 Ladoga (1968 UP),2.849457022,0.073657329,,2.108632028,22.20886019,307.995378,2.639573628,3.059340416,4.81006969,25350,0,2386,11.7,13.26,0.353,27.24,,,,,N,N,1.62834
  2575 Bulgaria (1970 PL),2.239973946,0.123137357,,4.673897728,321.9695418,287.4614346,1.964149475,2.515798416,3.352529844,34965,0,2639,12.7,6.409,0.392,9.48,,,Sr,,N,N,0.955978
  2576 Yesenin (1974 QL),3.092348739,0.126707104,,12.13595788,311.1330361,5.79739264,2.700526186,3.484171292,5.438021252,25210,0,2124,11.3,27.887,0.073,271.974,,,,,N,N,1.68634
  2577 Litva (1975 EE3),1.90444595,0.137975349,,22.90601098,182.5929755,283.9351344,1.641679356,2.167212544,2.628216754,30796,0,1828,13.18,,,2.81258,0.787,0.34,,EU,N,N,0.759347
  2578 Saint-Exupery (1975 VW3),3.00015258,0.097084606,,10.57135927,55.70215315,335.9274751,2.70888395,3.29142121,5.196646986,24457,0,2004,11.5,17.014,0.168,8.146,,,,,N,N,1.71884
  2579 Spartacus (1977 PA2),2.210213623,0.074850738,,5.775964309,280.9451366,334.1227965,2.044777502,2.375649744,3.285939624,16302,0,1890,13.4,4.604,0.526,3.63599,,,V,,N,N,1.03098
  2580 Smilevskia (1977 QP4),2.182741954,0.195152224,,1.614366224,119.3421028,221.61575,1.756775007,2.608708901,3.224866912,42335,0,2351,13,5.637,0.351,,,,,,N,N,0.747775
  2581 Radegast (1980 VX),2.236945749,0.097605888,,2.493259208,260.5915715,192.924051,2.018606674,2.455284825,3.345733769,33412,0,2096,13,6.739,0.245,8.753,,,,,N,N,1.03545
  2582 Harimaya-Bashi (1981 SA),3.203947693,0.065660298,,18.14717937,56.3168965,235.4874462,2.993575533,3.414319852,5.735038373,29704,0,2168,10.4,28.87,0.1337,7.238,,,Xc,,N,N,2.01329
  2583 Fatyanov (1975 XA3),2.252104927,0.20914944,,6.878788755,47.11362826,310.3921746,1.781078443,2.723131411,3.379801026,18565,0,1890,12.9,5.658,0.382,,,,,,N,N,0.786201
  2584 Turkmenia (1979 FG2),2.22768429,0.065945623,,1.437285889,50.03419478,238.9299385,2.08077826,2.374590319,3.324977152,24573,0,2491,13.1,6.152,0.235,6.372,,,,,N,N,1.06424
  2585 Irpedina (1979 OJ15),2.424642117,0.23689424,,5.984396103,136.5690857,247.1283067,1.850258367,2.999025868,3.775545161,32378,0,2490,12.1,6.049,0.698,,,,,,N,N,0.862478
  2586 Matson (1980 LO),2.387010187,0.08907013,,4.361113665,166.5591103,154.0058697,2.174398878,2.599621495,3.687988948,20728,0,2236,13,6.523,0.287,,,,,,N,N,1.16184
  2587 Gardner (1980 OH),3.167688536,0.156515863,,2.631855963,87.75063143,183.6505757,2.67189503,3.663482042,5.637958977,23529,0,2523,11.5,20.564,0.115,11.631,,,,,N,N,1.65521
  2588 Flavia (1981 VQ),2.457940995,0.211859779,,2.26355095,242.7522879,95.32130692,1.937202158,2.978679832,3.853588895,23653,0,1756,13.3,6.178,0.243,,,,,,N,N,0.928819
  2589 Daniel (1979 QU2),2.880172018,0.080562745,,2.621824303,148.9118652,208.5353323,2.648137455,3.112206582,4.888052282,23291,0,2603,12.3,9.427,0.218,,,,,,N,N,1.64321
  2590 Mourao (1980 KJ),2.342012024,0.1184076,,6.136070106,223.6823625,165.6862541,2.064700002,2.619324046,3.58419709,25376,0,2498,12.4,7.88,0.605,15.59,,,,,N,N,1.07
  2591 Dworetsky (1949 PS),2.940910197,0.042378909,,1.540150445,356.1278239,271.4264392,2.816277632,3.065542763,5.04348632,31027,0,2377,11.4,12.925,0.291,12.77,,,,,N,N,1.80037
  2592 Hunan (1966 BW),3.119457072,0.123621936,,1.337231039,204.5332693,7.060802671,2.733823749,3.505090395,5.509684398,24443,0,2089,12.2,18.533,0.072,,,,,,N,N,1.72827
  2593 Buryatia (1976 GB8),2.169461339,0.079686397,,0.213387253,63.77125992,75.91765572,1.99658478,2.342337898,3.195479789,15846,0,1971,13.9,3.937,0.344,15.085,,,,,N,N,1.01006
  2594 Acamas (1978 TB),5.059372875,0.085416536,,5.535423645,356.6918983,279.4677609,4.627218769,5.491526981,11.38028751,23967,0,1063,11.8,25.874,0.06,25.954,,,,,N,N,3.61619
  2595 Gudiachvili (1979 KL),2.784343669,0.146261827,,9.873991174,148.4093971,277.7371082,2.377100476,3.191586862,4.646141802,24344,0,2102,12.3,14.478,0.111,4.72,,,,,N,N,1.41501
  2596 Vainu Bappu (1979 KN),3.03076913,0.072156235,,10.2505222,138.8633762,251.6321887,2.812080242,3.249458018,5.276397245,24898,0,1634,13.1,10.571,0.109,16.45,,,,,N,N,1.83603
  2597 Arthur (1980 PN),3.001801004,0.156787633,,1.092750485,120.4562257,274.3550568,2.53115573,3.472446278,5.200930497,24932,0,2236,12,10.432,0.282,,,,,,N,N,1.53746
  2598 Merlin (1980 RY),2.780723954,0.217607319,,7.776524925,197.7622498,217.178135,2.175618069,3.385829839,4.6370846,25735,0,2317,13.2,15.694,0.049,,,,Ch,,N,N,1.19197
  2599 Veseli (1980 SO),2.533107986,0.166476544,,15.3663193,353.3631383,341.7515439,2.111404922,2.954811049,4.031705102,31084,0,2061,11.5,13.321,0.33,18.54,,,,,N,N,1.10689
  2600 Lumme (1980 VP),3.011287207,0.093030431,,11.72684782,95.39034782,215.1319291,2.73114586,3.291428554,5.225603704,24899,0,1871,11.6,15.063,0.196,,,,,,N,N,1.72422
  2601 Bologna (1980 XA),3.127923804,0.064780846,,9.586393378,288.1620892,193.5445104,2.925294255,3.330553353,5.532130929,19944,0,2136,11.4,12.172,0.36,,,,,,N,N,1.94259
  2602 Moore (1982 BR),2.383843863,0.107211694,,5.543124937,158.2530245,65.47619858,2.128267925,2.6394198,3.68065331,25114,0,2435,12.7,,,,,,,,N,N,1.12708
  2603 Taylor (1982 BW1),2.779666478,0.043999348,,3.050340608,37.76894601,281.8472418,2.657362964,2.901969991,4.634439709,30361,0,2291,12.4,18.228,0.045,3.905,,,,,N,N,1.64553
  2604 Marshak (1972 LD1),2.387106234,0.233264358,,14.8428634,122.9473761,134.705126,1.830279432,2.943933036,3.688211542,25138,0,2080,13.1,14.9,0.0552,30,,,Sa,,N,N,0.843541
  2605 Sahade (1974 QA),3.094177308,0.077114567,,9.425697527,171.8181923,181.9416293,2.855571165,3.33278345,5.442845384,25328,0,1726,12.4,11.802,0.105,,,,,,N,N,1.84941
  2606 Odessa (1976 GX2),2.758399416,0.264525931,,12.45189596,197.3069195,353.127347,2.028731242,3.488067591,4.581354841,23541,0,2288,11.7,15.91,0.175,8.2426,,,Xk,,N,N,1.02971
  2607 Yakutia (1977 NR),2.376765828,0.22691742,,2.091315411,359.7394634,336.6039151,1.837436258,2.916095398,3.664272763,24757,0,1945,13.6,4.711,0.28,,,,,,N,N,0.827293
  2608 Seneca (1978 DA),2.515689529,0.571330445,,14.67781524,167.3641911,37.3687473,1.078399511,3.952979546,3.990191741,14778,1,71,17.52,0.9,0.21,8,0.826,0.454,,S,Y,N,0.131765
  2609 Kiril-Metodi (1978 PB4),2.221658662,0.087426883,,5.717299703,303.8360472,245.0925198,2.027425971,2.415891353,3.311495763,26312,0,2092,12.8,5.626,0.267,4.9433,,,,,N,N,1.03674
  2610 Tuva (1978 RO1),2.15944261,0.098904274,,0.672629723,205.4023223,39.85074093,1.945864507,2.373020712,3.173369929,23522,0,2556,13.4,5.649,0.288,4.2666,,,,,N,N,0.932304
  2611 Boyce (1978 VQ5),3.039051288,0.058459893,,3.325588701,72.08499392,139.8973703,2.861388674,3.216713903,5.298040166,18032,0,2333,12.4,,,,,,,,N,N,1.85613
  2612 Kathryn (1979 DE),2.899102065,0.160907666,,20.16520241,132.7440744,359.5780053,2.432614319,3.365589811,4.936321759,17537,0,2065,11.1,25.144,0.087,7.71,,,,,N,N,1.44751
  2613 Plzen (1979 QE),3.039188619,0.044871665,,13.01949599,277.5836675,192.0539278,2.902815164,3.175562074,5.298399287,18058,0,1962,11.5,28.007,0.077,,,,,,N,N,1.92089
  2614 Torrence (1980 LP),2.33821747,0.16823374,,6.914270776,105.5380883,228.1628132,1.9448504,2.73158454,3.575489885,15723,0,2209,13,,,,,,,,N,N,0.941097
  2615 Saito (1951 RJ),3.176842577,0.15138799,,4.245959477,322.629268,343.5680031,2.695906765,3.657778389,5.662415633,24816,0,1871,12.5,15.555,0.088,14.96,,,,,N,N,1.68054
  2616 Lesya (1970 QV),2.16244596,0.076365895,,1.444286621,146.7459912,201.437769,1.99730884,2.327583081,3.17999251,32683,0,2642,12.4,8.534,0.243,9.2168,,,,,N,N,0.989429
  2617 Jiangxi (1975 WO1),3.153417325,0.236903677,,12.96518493,73.24041168,350.0074948,2.406361165,3.900473485,5.599901349,17266,0,2095,10.3,49.084,0.051,11.7743,,,,,N,N,1.42076
  2618 Coonabarabran (1979 MX2),3.02115318,0.118469645,,9.229990053,281.2850677,77.25973749,2.663238234,3.379068126,5.251305937,15892,0,1818,12.4,12.361,0.183,,,,,,N,N,1.67744
  2619 Skalnate Pleso (1979 MZ3),3.00825509,0.042415584,,1.120997787,204.3499052,70.83475889,2.880658193,3.135851988,5.217713067,15912,0,2076,12.7,,,,,,,,N,N,1.86403
  2620 Santana (1980 TN),2.858413935,0.071909118,,3.088225822,72.93994971,317.0704697,2.65286791,3.06395996,4.832767285,23875,0,2110,12.7,,,3.392,,,,,N,N,1.65842
  2621 Goto (1981 CA),3.079502264,0.175766922,,13.04550219,95.75020753,272.4456048,2.53822763,3.620776897,5.404169895,17547,0,2365,10.9,44.723,0.042,22.006,,,,,N,N,1.57863
  2622 Bolzano (1981 CM),3.005851303,0.100928611,,11.00491254,134.6260437,216.6593005,2.702474905,3.309227701,5.211460389,31234,0,2234,11.8,14.291,0.163,3.057,,,,,N,N,1.70305
  2623 Zech (A919 SA),2.254200551,0.23530185,,4.055006149,349.1022835,22.81908119,1.72378299,2.784618111,3.384519569,36390,0,2418,13.3,,,2.7401,,,,,N,N,0.723756
  2624 Samitchell (1962 RE),3.950965455,0.117921886,,2.796138618,161.539469,138.5247874,3.485060157,4.416870752,7.853496435,23526,0,2461,10.8,,,12.41,,,,,N,N,2.46946
  2625 Jack London (1976 JQ2),2.195775187,0.141152104,,4.460655673,128.7337076,170.6082609,1.8858369,2.505713474,3.253793684,23643,0,2024,13.4,,,2.988,,,S,,N,N,0.869609
  2626 Belnika (1978 PP2),2.849690471,0.024421292,,1.489092705,355.8017507,118.7778538,2.780097348,2.919283593,4.810660818,31459,0,2445,11.7,12.355,0.265,7.234,,,,,N,N,1.79709
  2627 Churyumov (1978 PP3),3.106510728,0.17552629,,2.500195561,109.5977198,314.42028,2.561236423,3.651785032,5.475420641,25103,0,2127,12.1,19.675,0.072,7.66,,,,,N,N,1.57515
  2628 Kopal (1979 MS8),2.909206149,0.147225947,,1.340549255,206.545303,147.8387957,2.48089552,3.337516778,4.962150675,23311,0,2220,12.6,,,,,,,,N,N,1.47524
  2629 Rudra (1980 RB1),1.740408225,0.229207105,,23.44028659,343.4537105,280.6737692,1.341494295,2.139322156,2.296068778,23969,0,958,15,4.884,0.066,123.171,,,B,,N,N,0.48455
  2630 Hermod (1980 TF3),3.074434552,0.125834605,,1.914421387,2.843200406,24.06428602,2.687564296,3.461304808,5.390835513,37835,0,2350,11.9,24.48,0.056,19.4283,,,,,N,N,1.69136
  2631 Zhejiang (1980 TY5),2.7968387,0.161891557,,9.582059484,24.74843803,19.17416335,2.34405413,3.249623271,4.677451929,23402,0,2031,11.9,10.765,0.242,,,,S,,N,N,1.35416
  2632 Guizhou (1980 VJ1),3.037976151,0.109125684,,10.45147582,18.27439039,312.08522,2.706454925,3.369497376,5.29522895,25781,0,2212,11.5,32.364,0.044,,,,,,N,N,1.7093
  2633 Bishop (1981 WR1),2.224490245,0.138957877,,3.126999327,62.4045139,266.6116065,1.915379803,2.533600687,3.317828708,23624,0,2673,13,6.969,0.209,4.73,,,,,N,N,0.90639
  2634 James Bradley (1982 DL),3.460047105,0.048858076,,6.420234953,133.3546559,333.8096283,3.290995861,3.629098349,6.436225018,41824,0,2517,10.5,33.726,0.107,,,,,,N,N,2.30949
  2635 Huggins (1982 DS),2.23188101,0.078593331,,4.167222001,276.9337602,271.388129,2.056470047,2.407291973,3.334377431,30880,0,2328,12.7,8.458,0.257,9.4,,,S,,N,N,1.06226
  2636 Lassell (1982 DZ),3.003871594,0.078058272,,10.47397425,98.51882111,153.904436,2.769394568,3.23834862,5.206312691,23072,0,2122,11.6,14.019,0.358,5.012,,,,,N,N,1.75813
  2637 Bobrovnikoff (A919 SB),2.254707154,0.234984234,,4.931555582,356.1145442,343.6256345,1.724886522,2.784527786,3.385660576,36392,0,2303,13,6.215,0.316,4.7939,,,,,N,N,0.716176
  2638 Gadolin (1939 SG),2.554085876,0.08273888,,14.3545177,245.863892,171.8992799,2.342763671,2.76540808,4.081891394,29187,0,1802,11.8,12.108,0.284,,,,,,N,N,1.35585
  2639 Planman (1940 GN),2.445210807,0.192828934,,9.668580067,79.133299,167.1468735,1.973703413,2.916718201,3.823689885,28845,0,1897,13.1,,,89.5,,,,,N,N,0.960921
  2640 Hallstrom (1941 FN),2.397145072,0.088881584,,6.655143044,4.505606434,192.1519587,2.18408302,2.610207123,3.711501828,28543,0,2092,13,,,22.9,,,V,,N,N,1.18356
  2641 Lipschutz (1949 GJ),2.378231691,0.1341649,,9.025536203,27.67069204,165.016049,2.059156473,2.697306909,3.667663179,25705,0,1791,12.7,8.07,0.247,21.62,,,,,N,N,1.05969
  2642 Vesale (1961 RA),2.426175473,0.18413837,,14.49419703,201.1658737,165.7176287,1.979423477,2.87292747,3.779127239,21049,0,2154,12.6,7.404,0.222,5.566,,,,,N,N,0.981438
  2643 Bernhard (1973 SD),2.377273895,0.275104893,,22.95269418,348.5661677,65.60966843,1.723274213,3.031273577,3.665447761,16664,0,1144,14.3,3.95,0.284,,,,,,N,N,0.8343
  2644 Victor Jara (1973 SO2),2.17052258,0.165319132,,2.680653165,347.6066898,309.4154284,1.81169367,2.529351489,3.197824786,24105,0,2330,13.3,5.914,0.153,,,,,,N,N,0.796636
  2645 Daphne Plane (1976 QD),2.391248193,0.106003058,,13.78715362,349.83522,79.29906447,2.137768572,2.644727814,3.69781504,23593,0,1838,12,15.58,0.0875,8.36,,,,,N,N,1.19791
  2646 Abetti (1977 EC1),3.01150818,0.097668372,,9.665046222,352.3906405,37.63470767,2.71737908,3.305637281,5.226178911,27681,0,2173,11.3,16.776,0.144,,,,,,N,N,1.72778
  2647 Sova (1980 SP),2.243550279,0.137564116,,3.936228027,290.5946037,122.2669565,1.934918268,2.55218229,3.360562,23985,0,2344,12.7,7.635,0.303,9.366,,,,,N,N,0.94912
  2648 Owa (1980 VJ),2.249782071,0.174793525,,4.796996446,279.9122126,131.2759558,1.856534732,2.643029409,3.374573404,33785,0,2243,13,5.933,0.459,3.5641,,,,,N,N,0.871241
  2649 Oongaq (1980 WA),2.626994651,0.142325932,,12.206368,245.2476048,169.81183,2.25310519,3.000884113,4.257914977,21629,0,2248,12,10.673,0.269,7.786,,,,,N,N,1.26581
  2650 Elinor (1931 EG),2.636172213,0.196879267,,13.91975686,332.3538314,23.61207177,2.11716456,3.155179866,4.280247371,32317,0,1747,11.1,12.538,0.238,2.762,,,,,N,N,1.11726
  2651 Karen (1949 QD),2.980675959,0.327496862,,17.76842785,126.3758387,276.5785106,2.004513936,3.956837983,5.146125217,25459,0,1976,11.8,23.545,0.116,6.3227,,,,,N,N,1.10148
  2652 Yabuuti (1953 GM),2.635917966,0.082394899,,6.997171811,64.45010384,294.9328997,2.418731771,2.853104161,4.279628169,24239,0,1746,12.7,7.211,0.34,2.496,,,,,N,N,1.42515
  2653 Principia (1964 VP),2.443669091,0.079672261,,4.747941838,194.507809,316.4150476,2.248976449,2.638361732,3.820074174,27798,0,2738,12.2,9.882,0.256,5.5228,,,V,,N,N,1.26238
  2654 Ristenpart (1968 OG),3.050056833,0.0924654,,7.433300841,206.4282494,39.53209561,2.768032107,3.332081558,5.326845491,18560,0,1757,12.8,16.101,0.069,,,,,,N,N,1.76001
  2655 Guangxi (1974 XX),3.187223018,0.163451651,,17.1888478,87.82194315,353.2813317,2.666266152,3.708179884,5.690191493,16316,0,1812,11.5,,,,,,,,N,N,1.68292
  2656 Evenkia (1979 HD5),2.255504675,0.079429988,,3.198801132,95.94900479,75.32134661,2.076349966,2.434659385,3.387457068,23454,0,2295,13.3,6.086,0.275,7.0847,,,,,N,N,1.08504
  2657 Bashkiria (1979 SB7),3.171878547,0.158315196,,2.243577155,50.20974747,13.65105398,2.669721973,3.674035122,5.649148962,20744,0,2172,12.1,21.229,0.048,,,,,,N,N,1.68282
  2658 Gingerich (1980 CK),3.06519437,0.290133432,,9.498848577,214.0066464,321.6390881,2.175879008,3.954509732,5.36655063,31892,0,2021,12.4,11.808,0.139,2.9392,,,,,N,N,1.18915
  2659 Millis (1981 JX),3.127843067,0.103425422,,1.321424973,157.2248571,329.66268,2.804344577,3.451341557,5.531916739,22453,0,2448,11.6,27.746,0.039,6.132,,,B,,N,N,1.82002
  2660 Wasserman (1982 FG),2.619557579,0.168271168,,12.3362409,203.8545543,86.82606455,2.178761565,3.060353592,4.239846421,34548,0,2232,12,9.232,0.3,,,,,,N,N,1.20481
  2661 Bydzovsky (1982 FC1),3.02522013,0.093425926,,9.933742518,321.130795,115.4714028,2.742586139,3.30785412,5.261913137,25364,0,2004,11.5,,,,,,,,N,N,1.77625
  2662 Kandinsky (4021 P-L),2.438983028,0.158605871,,2.91311309,339.5016789,99.92510037,2.052145999,2.825820057,3.809091188,21413,0,1931,13.9,10.644,0.035,20.43,,,,,N,N,1.07006
  2663 Miltiades (6561 P-L),2.234166533,0.138282051,,6.22083857,28.51865142,82.18988765,1.925221402,2.543111663,3.339500517,21412,0,1518,13.7,4.666,0.204,,,,,,N,N,0.953686
  2664 Everhart (1934 RR),2.380453845,0.181754007,,3.258589308,167.695726,207.0903838,1.94779682,2.813110871,3.672804825,30782,0,1702,13.9,11.141,0.038,,,,,,N,N,0.948439
  2665 Schrutka (1938 DW1),2.2472762,0.084790813,,4.789533984,275.9235778,288.7712795,2.056727824,2.437824577,3.368936933,29661,0,2105,13,5.975,0.26,2.717,,,,,N,N,1.0583
  2666 Gramme (1951 TA),3.175816858,0.224998855,,13.44568154,200.4557997,208.0628972,2.461261701,3.890372016,5.659673487,30966,0,1687,11.6,30.364,0.058,14.12,,,,,N,N,1.47835
  2667 Oikawa (1967 UO),3.225188598,0.188398349,,2.238184084,60.0742843,306.910036,2.617568392,3.832808803,5.792164344,23314,0,2149,11.9,21.225,0.075,,,,,,N,N,1.61633
  2668 Tataria (1976 QV),2.316698409,0.077801354,,3.15525191,298.0506373,63.24017914,2.136456137,2.496940681,3.526244753,25325,0,1711,13.4,5.397,0.29,2.78,,,,,N,N,1.13416
  2669 Shostakovich (1976 YQ2),2.778279259,0.220522094,,7.791337821,292.4006964,95.78875829,2.165607299,3.390951219,4.63097085,15483,0,1609,13.1,16.468,0.06,4.914,,,,,N,N,1.18664
